ID,WT_DOM,BSEX,BAGE,BINC1,D_TRA1_SYEAR,D_TRA1_SMONTH,D_TRA1_1_SPOT,D_TRA1_CASE,D_TRA1_COST,D_TRA1_NUM,D_TRA1_ONE_COST,D_TRA2_SYEAR,D_TRA2_SMONTH,D_TRA2_1_SPOT,D_TRA2_CASE,D_TRA2_COST,D_TRA2_NUM,D_TRA2_ONE_COST,D_TRA3_SYEAR,D_TRA3_SMONTH,D_TRA3_1_SPOT,D_TRA3_CASE,D_TRA3_COST,D_TRA3_NUM,D_TRA3_ONE_COST,D_TRA4_SYEAR,D_TRA4_SMONTH,D_TRA4_1_SPOT,D_TRA4_CASE,D_TRA4_COST,D_TRA4_NUM,D_TRA4_ONE_COST,D_TRA5_SYEAR,D_TRA5_SMONTH,D_TRA5_1_SPOT,D_TRA5_CASE,D_TRA5_COST,D_TRA5_NUM,D_TRA5_ONE_COST,국내_A_여행횟수_관광전체_서울,국내_A_여행횟수_관광전체_부산,국내_A_여행횟수_관광전체_대구,국내_A_여행횟수_관광전체_인천,국내_A_여행횟수_관광전체_광주,국내_A_여행횟수_관광전체_대전,국내_A_여행횟수_관광전체_울산,국내_A_여행횟수_관광전체_세종,국내_A_여행횟수_관광전체_경기,국내_A_여행횟수_관광전체_강원,국내_A_여행횟수_관광전체_충북,국내_A_여행횟수_관광전체_충남,국내_A_여행횟수_관광전체_전북,국내_A_여행횟수_관광전체_전남,국내_A_여행횟수_관광전체_경북,국내_A_여행횟수_관광전체_경남,국내_A_여행횟수_관광전체_제주,국내_A_여행지출_관광전체_서울,국내_A_여행지출_관광전체_부산,국내_A_여행지출_관광전체_대구,국내_A_여행지출_관광전체_인천,국내_A_여행지출_관광전체_광주,국내_A_여행지출_관광전체_대전,국내_A_여행지출_관광전체_울산,국내_A_여행지출_관광전체_세종,국내_A_여행지출_관광전체_경기,국내_A_여행지출_관광전체_강원,국내_A_여행지출_관광전체_충북,국내_A_여행지출_관광전체_충남,국내_A_여행지출_관광전체_전북,국내_A_여행지출_관광전체_전남,국내_A_여행지출_관광전체_경북,국내_A_여행지출_관광전체_경남,국내_A_여행지출_관광전체_제주,연도
2307064072A_476719,13890.309130550642,1,2,6,2024,4,11190,1,200000,1,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2307064072A_476720,15138.414683424291,2,3,5,2024,4,31070,2,110000,2,55000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,0,0,0,0,0,0,0,0,2024
2307064072A_476723,11122.682915964135,1,5,5,2024,4,31150,3,100000,1,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2307064072A_476729,18043.180661384828,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2307064072A_476733,17034.248122803267,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2307064072A_476737,17878.208703877786,2,4,6,2024,4,11240,2,143332,4,35833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2307064072A_476753,17551.339232998769,2,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080510681_623713,10739.373142079236,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080510681_623714,8864.3767223108571,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080510681_623718,16336.150510952068,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080510681_623722,7778.7324969549254,1,3,6,2024,10,11190,3,100000,1,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080510681_623725,5369.6865710396178,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080510681_623734,15475.907606740884,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080510681_623738,10793.579826027782,1,4,5,2024,10,25010,3,100000,1,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080510681_623743,9289.6376892761291,2,5,4,2024,10,39020,1,685500,1,685500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685500,2024
23080510681_623747,19446.831242387314,1,3,5,2024,10,36020,1,251666,1,251666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251666,0,0,0,2024
23080510681_623751,16109.059713118852,2,4,5,2024,10,31260,1,150000,5,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,2024
2308051239A_501306,39102.416059728581,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2308051239A_501312,13135.96520325546,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2308051239A_501314,11441.950843734756,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2308051239A_501320,11281.418180545483,1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2308051239A_501338,11303.242926852314,2,2,7,2024,5,11040,1,96250,1,96250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2308051239A_501341,22276.326376468107,2,5,6,2024,5,32010,3,70000,1,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2308051239A_501342,17694.868691235304,1,3,7,2024,5,31370,1,400000,4,100000,2024,5,32390,1,234000,4,58500,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,58500,0,0,0,0,0,0,0,2024
2308051239A_501343,35389.737382470608,1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2308051239A_501349,6317.3560619011887,2,3,5,2024,5,31380,3,100000,1,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2308051239A_501361,10193.955071366932,2,4,7,2024,5,36430,1,350001,3,116667,2024,5,36320,1,230001,3,76667,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193334,0,0,0,2024
23080530301_647834,14143.503355370134,1,7,3,2024,11,11170,1,45000,1,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080530301_647837,11046.336122199898,1,6,5,2024,11,31230,1,160000,1,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,0,0,0,0,0,0,0,0,2024
23080530301_647838,16370.801318698406,2,6,4,2024,11,31200,3,46000,2,23000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080530301_647841,12845.626578619105,2,5,6,2024,11,34380,1,433998,3,144666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144666,0,0,0,0,0,2024
23080530301_647843,10422.483263578295,2,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080530301_647844,12589.157695862923,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080530301_647845,10305.409595034009,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080530301_647848,12657.567834428915,2,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080530301_647856,16161.540562551576,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080530301_647866,13800.221562235602,2,2,6,2024,11,11010,1,30000,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080540411_672058,11406.894552920863,1,5,6,2024,12,31240,1,260000,4,65000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,0,0,0,0,0,0,0,0,2024
23080540411_672064,4346.6118751397617,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080540411_672065,14370.731370722286,2,3,6,2024,12,31380,1,145002,3,48334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48334,0,0,0,0,0,0,0,0,2024
23080540411_672072,7185.3656853611428,2,3,4,2024,12,39010,1,535000,1,535000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535000,2024
23080540411_672081,16080.049265362619,1,2,7,2024,12,32340,1,378750,1,378750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378750,0,0,0,0,0,0,0,2024
23080540411_672088,17313.576161047771,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080540411_672094,9905.9504064173743,1,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080540411_672110,13193.401838810052,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080540411_672118,21478.157509401015,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080540411_672129,14858.925609626061,1,6,6,2024,12,34380,1,205000,2,102500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102500,0,0,0,0,0,2024
23080541901_279780,7057.021822554856,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080541901_279784,10706.281927093036,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080541901_279797,22476.948863409303,1,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080541901_279798,12869.673123708686,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080541901_279802,11238.474431704652,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080541901_279806,15099.274716169994,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080541901_279810,17159.564164944914,2,4,7,2024,1,33380,2,104166,1,104166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104166,0,0,0,0,0,0,2024
23080541901_279811,14114.043645109712,1,3,6,2024,1,32010,1,185000,2,92500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92500,0,0,0,0,0,0,0,2024
23080541901_279829,12046.856625375487,2,5,7,2024,1,21090,1,207500,1,207500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080541901_279835,12807.314657252629,2,2,6,2024,1,31370,1,102500,1,102500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102500,0,0,0,0,0,0,0,0,2024
2308058124A_525911,11076.873789722975,2,5,4,2024,6,32310,1,205000,2,102500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102500,0,0,0,0,0,0,0,2024
2308058124A_525912,13061.508989713917,1,2,6,2024,6,31190,1,255000,2,127500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127500,0,0,0,0,0,0,0,0,2024
2308058124A_525916,14193.675325285412,2,3,6,2024,6,34010,1,200001,3,66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66667,0,0,0,0,0,2024
2308058124A_525923,14179.497353654819,1,5,7,2024,6,31370,1,405999,3,135333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135333,0,0,0,0,0,0,0,0,2024
2308058124A_525927,28769.577221533073,2,2,6,2024,6,31150,1,180000,3,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,2024
2308058124A_525928,12441.878217168696,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2308058124A_525931,16533.399364006636,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2308058124A_525959,6498.9751940186725,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2308058124A_525967,11076.873789722975,2,5,5,2024,6,32310,1,300000,2,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,0,0,0,0,0,0,2024
2308058124A_525975,14595.663652214334,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080590891_426537,15607.070526377389,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080590891_426543,15860.876123364249,1,5,7,2024,2,32010,3,200001,3,66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080590891_426546,12884.858668421486,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080590891_426566,10900.411771237661,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080590891_426569,7861.884224741555,2,5,6,2024,2,32030,1,152000,1,152000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152000,0,0,0,0,0,0,0,2024
23080590891_426571,4954.6378537726378,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080590891_426574,4954.6378537726378,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080590891_426575,12115.083899908053,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080590891_426593,30832.148724566243,1,4,6,2024,2,34060,1,86333,1,86333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86333,0,0,0,0,0,2024
23080590891_426594,21147.834831152333,1,5,7,2024,2,29010,1,100000,1,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,2024
2308060040A_550498,20685.96451722112,2,3,7,2024,7,34380,1,480000,2,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,0,0,0,0,0,2024
2308060040A_550502,14794.360397595448,1,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2308060040A_550505,5483.0656716995909,2,6,2,2024,7,31230,1,140000,1,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,0,0,0,0,0,0,0,0,2024
2308060040A_550507,21736.064951995875,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2308060040A_550509,15721.167669693692,2,5,7,2024,7,31140,3,17000,1,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2308060040A_550510,22430.213397952011,1,6,7,2024,7,31190,1,112000,2,56000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000,0,0,0,0,0,0,0,0,2024
2308060040A_550513,8501.3652838720045,2,7,2,2024,7,35020,3,130000,1,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2308060040A_550516,13493.697628450158,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2308060040A_550526,17639.696362400708,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
2308060040A_550542,23312.145200263509,1,4,6,2024,7,31250,1,470001,3,156667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156667,0,0,0,0,0,0,0,0,2024
23080600941_451690,4508.7951788539112,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080600941_451693,9616.2676727904363,2,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080600941_451694,19032.074779562139,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080600941_451697,18035.180715415645,1,6,6,2024,3,36020,1,206000,1,206000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206000,0,0,0,2024
23080600941_451698,6320.303090283398,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080600941_451700,15438.270377910219,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080600941_451705,18222.752392593808,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080600941_451706,9800.6030916933851,2,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
23080600941_451717,17440.724072695582,2,4,6,2024,3,32330,1,199998,3,66666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66666,0,0,0,0,0,0,0,2024
