ID,WT_DOM,D_TRA1_SYEAR,D_TRA1_SMONTH,D_TRA1_1_SPOT,D_TRA1_CASE,D_TRA1_COST,D_TRA1_NUM,D_TRA1_ONE_COST,A8C,A8D,A8F,A8G_1,A4_4,BSEX,BAGE,BINC1,국내_A_여행횟수_관광전체_서울,국내_A_여행횟수_관광전체_부산,국내_A_여행횟수_관광전체_대구,국내_A_여행횟수_관광전체_인천,국내_A_여행횟수_관광전체_광주,국내_A_여행횟수_관광전체_대전,국내_A_여행횟수_관광전체_울산,국내_A_여행횟수_관광전체_세종,국내_A_여행횟수_관광전체_경기,국내_A_여행횟수_관광전체_강원,국내_A_여행횟수_관광전체_충북,국내_A_여행횟수_관광전체_충남,국내_A_여행횟수_관광전체_전북,국내_A_여행횟수_관광전체_전남,국내_A_여행횟수_관광전체_경북,국내_A_여행횟수_관광전체_경남,국내_A_여행횟수_관광전체_제주,국내_A_여행지출_관광전체_서울,국내_A_여행지출_관광전체_부산,국내_A_여행지출_관광전체_대구,국내_A_여행지출_관광전체_인천,국내_A_여행지출_관광전체_광주,국내_A_여행지출_관광전체_대전,국내_A_여행지출_관광전체_울산,국내_A_여행지출_관광전체_세종,국내_A_여행지출_관광전체_경기,국내_A_여행지출_관광전체_강원,국내_A_여행지출_관광전체_충북,국내_A_여행지출_관광전체_충남,국내_A_여행지출_관광전체_전북,국내_A_여행지출_관광전체_전남,국내_A_여행지출_관광전체_경북,국내_A_여행지출_관광전체_경남,국내_A_여행지출_관광전체_제주,연도
11090600761_446121,11815.622519083774,2024.0,3.0,31270.0,1.0,100000.0,1.0,100000.0,0.0,60000.0,30000.0,0.0,,2,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090600761_446137,29473.632722467,,,,,,,,,,,,,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090600761_446150,12173.02626451196,,,,,,,,,,,,,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090630401_471286,16361.507743756893,2024.0,4.0,32030.0,1.0,120000.0,1.0,120000.0,0.0,70000.0,40000.0,0.0,,2,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090630401_471287,29273.006066706,,,,,,,,,,,,,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090630401_471292,7804.679116385011,,,,,,,,,,,,,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090630401_471302,14583.909772121448,2024.0,4.0,31270.0,1.0,120000.0,1.0,120000.0,0.0,60000.0,40000.0,0.0,,1,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090630401_471317,18349.28385257866,2024.0,4.0,31380.0,1.0,110000.0,1.0,110000.0,0.0,65000.0,35000.0,0.0,,2,5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090630401_471333,14600.5444678741,2024.0,4.0,32010.0,1.0,110000.0,1.0,110000.0,0.0,70000.0,40000.0,0.0,,1,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090630401_471337,16836.086202749095,,,,,,,,,,,,,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090630401_471340,16836.086202749095,,,,,,,,,,,,,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090630401_471342,11767.136708663757,,,,,,,,,,,,,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090630401_471355,16361.507743756893,2024.0,4.0,31260.0,1.0,80000.0,1.0,80000.0,0.0,40000.0,25000.0,0.0,,2,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090631151_496022,11235.522123380892,,,,,,,,,,,,,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090631151_496030,31458.012626376683,2024.0,5.0,31270.0,1.0,100000.0,1.0,100000.0,0.0,50000.0,35000.0,0.0,,2,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090631151_496031,16308.924438536067,2024.0,5.0,32360.0,1.0,90000.0,1.0,90000.0,0.0,50000.0,40000.0,0.0,,1,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090631151_496034,12265.46428170256,,,,,,,,,,,,,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090631151_496038,14099.674036791374,2024.0,5.0,31270.0,1.0,100000.0,1.0,100000.0,0.0,55000.0,35000.0,0.0,,2,5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090631151_496043,16723.860403378636,2024.0,5.0,31380.0,1.0,100000.0,1.0,100000.0,0.0,50000.0,40000.0,0.0,,2,6,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090631151_496045,13509.105697802752,,,,,,,,,,,,,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090631151_496059,18144.457501348472,,,,,,,,,,,,,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090631151_496065,27330.526667329083,2024.0,5.0,31200.0,1.0,90000.0,1.0,90000.0,0.0,50000.0,30000.0,0.0,,1,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090631151_496070,19232.13281400193,2024.0,5.0,32030.0,1.0,120000.0,1.0,120000.0,0.0,65000.0,45000.0,0.0,,1,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064065A_594156,12488.267328449348,,,,,,,,,,,,,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064065A_594158,11638.061746219682,,,,,,,,,,,,,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064065A_594159,17371.663326168018,2024.0,9.0,32010.0,1.0,110000.0,1.0,110000.0,0.0,60000.0,40000.0,0.0,,2,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064065A_594164,27032.469927167454,2024.0,9.0,31370.0,1.0,100000.0,1.0,100000.0,0.0,50000.0,30000.0,0.0,,1,5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064065A_594168,15226.7321151918,2024.0,9.0,31370.0,1.0,100000.0,1.0,100000.0,0.0,50000.0,40000.0,0.0,,1,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064065A_594172,15888.562642178344,2024.0,9.0,31380.0,1.0,100000.0,1.0,100000.0,0.0,50000.0,30000.0,0.0,,1,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064065A_594174,25452.320680195848,2024.0,9.0,32360.0,1.0,100000.0,1.0,100000.0,0.0,55000.0,40000.0,0.0,,2,7,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064065A_594179,15597.39337366871,2024.0,9.0,31240.0,1.0,120000.0,1.0,120000.0,0.0,70000.0,40000.0,0.0,,2,6,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064065A_594180,35185.455463582235,,,,,,,,,,,,,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064065A_594183,30846.372240804118,,,,,,,,,,,,,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064108A_618704,16734.643436515296,2024.0,10.0,31270.0,1.0,100000.0,1.0,100000.0,0.0,50000.0,40000.0,0.0,,1,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064108A_618705,17112.443664843322,2024.0,10.0,32310.0,1.0,90000.0,1.0,90000.0,0.0,50000.0,40000.0,0.0,,1,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064108A_618712,16734.643436515296,2024.0,10.0,31230.0,1.0,100000.0,1.0,100000.0,0.0,60000.0,40000.0,0.0,,1,6,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064108A_618714,12482.253791217743,2024.0,10.0,31370.0,1.0,100000.0,1.0,100000.0,0.0,60000.0,40000.0,0.0,,2,5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064108A_618719,12312.803857719608,,,,,,,,,,,,,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064108A_618722,16294.391400211653,2024.0,10.0,31270.0,1.0,100000.0,1.0,100000.0,0.0,50000.0,40000.0,0.0,,2,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064108A_618724,6126.708012912533,,,,,,,,,,,,,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064108A_618730,19569.56664219045,2024.0,10.0,31130.0,1.0,80000.0,1.0,80000.0,0.0,50000.0,30000.0,0.0,,2,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064108A_618734,7180.876144901752,,,,,,,,,,,,,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109064108A_618751,14383.159263194531,2024.0,10.0,31380.0,1.0,100000.0,1.0,100000.0,0.0,60000.0,40000.0,0.0,,2,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090690631_520678,12755.06504436755,2024.0,6.0,31380.0,1.0,100000.0,1.0,100000.0,0.0,70000.0,30000.0,0.0,,2,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090690631_520681,15153.741284712114,,,,,,,,,,,,,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090690631_520686,6116.428222057082,2024.0,6.0,25040.0,4.0,150000.0,1.0,150000.0,0.0,50000.0,80000.0,0.0,,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090690631_520687,21325.663048322294,2024.0,6.0,31270.0,1.0,100000.0,1.0,100000.0,0.0,60000.0,30000.0,0.0,,2,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090690631_520691,11796.01898470019,2024.0,6.0,32010.0,1.0,130000.0,1.0,130000.0,0.0,70000.0,40000.0,0.0,,1,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090690631_520698,16200.608998800246,2024.0,6.0,31370.0,1.0,100000.0,1.0,100000.0,0.0,60000.0,35000.0,0.0,,1,5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090690631_520704,17381.574906504662,,,,,,,,,,,,,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090690631_520707,18563.055976384017,,,,,,,,,,,,,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090690631_520715,20741.310535135577,2024.0,6.0,31090.0,1.0,120000.0,1.0,120000.0,0.0,70000.0,40000.0,0.0,,1,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090690631_520718,9287.286006936682,,,,,,,,,,,,,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109071105A_642510,13692.7001096537,2024.0,11.0,32030.0,1.0,1000000.0,4.0,250000.0,250000.0,378000.0,122000.0,0.0,,1,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109071105A_642515,17743.932105233136,,,,,,,,,,,,,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109071105A_642519,6846.350054826849,,,,,,,,,,,,,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109071105A_642521,12254.123476669118,2024.0,11.0,32360.0,1.0,400000.0,4.0,100000.0,150000.0,150000.0,20000.0,10000.0,4.0,2,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109071105A_642525,36180.32488065074,,,,,,,,,,,,,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109071105A_642526,12254.123476669118,2024.0,11.0,31220.0,3.0,99999.0,3.0,33333.0,,,,,,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109071105A_642533,17862.332722209492,2024.0,11.0,31020.0,3.0,15000.0,1.0,15000.0,,,,,,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109071105A_642540,12254.123476669118,,,,,,,,,,,,,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109071105A_642547,16772.746425720878,2024.0,11.0,31090.0,1.0,150000.0,4.0,37500.0,0.0,120000.0,30000.0,0.0,,2,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
1109071105A_642551,27135.243660488057,,,,,,,,,,,,,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090711921_545081,7121.269973548651,,,,,,,,,,,,,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090711921_545082,12417.173417766646,2024.0,7.0,31380.0,1.0,110000.0,1.0,110000.0,0.0,70000.0,35000.0,0.0,,2,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090711921_545085,18179.86397128764,,,,,,,,,,,,,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090711921_545087,14034.290767755208,,,,,,,,,,,,,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090711921_545089,22835.30292091903,,,,,,,,,,,,,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090711921_545090,7464.684375436543,,,,,,,,,,,,,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090711921_545100,11417.651460459516,,,,,,,,,,,,,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090711921_545108,14196.348354700436,2024.0,7.0,31370.0,1.0,100000.0,1.0,100000.0,0.0,50000.0,35000.0,0.0,,1,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090711921_545133,20636.31126426648,2024.0,7.0,31270.0,1.0,100000.0,1.0,100000.0,0.0,60000.0,30000.0,0.0,,2,5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090711921_545150,10505.744403581632,2024.0,7.0,31270.0,2.0,100000.0,1.0,100000.0,0.0,65000.0,35000.0,0.0,,1,5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090712061_569523,20739.760653315094,2024.0,8.0,34030.0,1.0,100000.0,1.0,100000.0,0.0,60000.0,35000.0,0.0,,1,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,2024
11090712061_569526,13478.65311903636,,,,,,,,,,,,,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090712061_569529,15893.05222204353,,,,,,,,,,,,,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090712061_569530,18703.415732011614,2024.0,8.0,31370.0,1.0,100000.0,1.0,100000.0,0.0,50000.0,40000.0,0.0,,2,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090712061_569531,13410.93143203916,2024.0,8.0,31380.0,1.0,100000.0,1.0,100000.0,0.0,50000.0,40000.0,0.0,,2,5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090712061_569532,11204.06499031183,2024.0,8.0,32310.0,1.0,120000.0,1.0,120000.0,0.0,60000.0,40000.0,0.0,,1,5,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090712061_569534,6452.387037261371,,,,,,,,,,,,,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090712061_569551,8928.686338008018,,,,,,,,,,,,,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
11090712061_569565,19194.603823156784,2024.0,8.0,31270.0,1.0,100000.0,1.0,100000.0,0.0,50000.0,40000.0,0.0,,2,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
