ID,WT_DOM,D_TRA1_SYEAR,D_TRA1_SMONTH,D_TRA1_1_SPOT,D_TRA1_CASE,D_TRA1_COST,D_TRA1_NUM,D_TRA1_ONE_COST,A8C,A8D,A8F,A8G_1,A4_4,BSEX,BAGE,BINC1,국내_A_여행횟수_관광전체_서울,국내_A_여행횟수_관광전체_부산,국내_A_여행횟수_관광전체_대구,국내_A_여행횟수_관광전체_인천,국내_A_여행횟수_관광전체_광주,국내_A_여행횟수_관광전체_대전,국내_A_여행횟수_관광전체_울산,국내_A_여행횟수_관광전체_세종,국내_A_여행횟수_관광전체_경기,국내_A_여행횟수_관광전체_강원,국내_A_여행횟수_관광전체_충북,국내_A_여행횟수_관광전체_충남,국내_A_여행횟수_관광전체_전북,국내_A_여행횟수_관광전체_전남,국내_A_여행횟수_관광전체_경북,국내_A_여행횟수_관광전체_경남,국내_A_여행횟수_관광전체_제주,국내_A_여행지출_관광전체_서울,국내_A_여행지출_관광전체_부산,국내_A_여행지출_관광전체_대구,국내_A_여행지출_관광전체_인천,국내_A_여행지출_관광전체_광주,국내_A_여행지출_관광전체_대전,국내_A_여행지출_관광전체_울산,국내_A_여행지출_관광전체_세종,국내_A_여행지출_관광전체_경기,국내_A_여행지출_관광전체_강원,국내_A_여행지출_관광전체_충북,국내_A_여행지출_관광전체_충남,국내_A_여행지출_관광전체_전북,국내_A_여행지출_관광전체_전남,국내_A_여행지출_관광전체_경북,국내_A_여행지출_관광전체_경남,국내_A_여행지출_관광전체_제주,연도
2305076087A_549735,11573.645936276296,,,,,,,,,,,,,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076087A_549739,10200.51072131558,,,,,,,,,,,,,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076087A_549744,11697.365891975254,2025.0,3.0,11240.0,1.0,312400.0,4.0,78100.0,0.0,145000.0,28400.0,0.0,,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076087A_549757,17042.699976587595,,,,,,,,,,,,,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076087A_549759,17546.04883796288,2025.0,3.0,21090.0,4.0,892000.0,1.0,892000.0,450000.0,245000.0,182000.0,0.0,,1,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,892000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076126A_766953,15951.25723481029,2025.0,12.0,31100.0,3.0,130000.0,2.0,65000.0,,,,,,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076126A_766958,5667.904273980549,2025.0,12.0,11140.0,1.0,150000.0,2.0,75000.0,0.0,50000.0,15000.0,0.0,,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076126A_766959,18539.15375141616,,,,,,,,,,,,,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076126A_766960,7978.695994670098,,,,,,,,,,,,,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076126A_766962,24805.51727856588,2025.0,12.0,11190.0,3.0,60000.0,2.0,30000.0,,,,,,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076126A_766969,22671.6170959222,,,,,,,,,,,,,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076126A_766974,8548.306838945971,2025.0,12.0,31200.0,1.0,100000.0,4.0,25000.0,0.0,95000.0,5000.0,0.0,,1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076126A_766975,10167.945997358109,2025.0,12.0,31370.0,1.0,200001.0,3.0,66667.0,0.0,97002.0,30000.0,33000.0,,1,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076126A_766981,17096.613677891943,2025.0,12.0,11230.0,1.0,180000.0,2.0,90000.0,0.0,130000.0,30000.0,0.0,,1,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076126A_766991,20560.006314359336,,,,,,,,,,,,,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076133A_645683,6094.907656510099,2025.0,7.0,31060.0,1.0,100000.0,2.0,50000.0,0.0,50000.0,10000.0,20000.0,,2,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076133A_645686,20025.547676898743,2025.0,7.0,11140.0,1.0,40000.0,1.0,40000.0,0.0,16000.0,4000.0,0.0,,2,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076133A_645696,19156.23216279521,2025.0,7.0,11010.0,1.0,97200.0,2.0,48600.0,0.0,24000.0,8200.0,0.0,,1,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076133A_645698,13410.875084532554,2025.0,7.0,32030.0,1.0,476000.0,4.0,119000.0,100000.0,250000.0,114000.0,0.0,,2,5,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076133A_645705,12692.188622644013,,,,,,,,,,,,,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076133A_645718,5332.287993838617,2025.0,7.0,11160.0,1.0,44400.0,2.0,22200.0,0.0,33000.0,11400.0,0.0,,2,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076133A_645730,12136.387305786517,,,,,,,,,,,,,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076133A_645732,9040.275677778249,2025.0,7.0,32060.0,1.0,290000.0,2.0,145000.0,80000.0,110000.0,60000.0,0.0,,2,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076133A_645736,9040.275677778249,2025.0,7.0,11140.0,1.0,142668.0,4.0,35667.0,0.0,76000.0,20000.0,0.0,,2,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076133A_645742,23452.65828504856,,,,,,,,,,,,,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076142A_670364,15538.232836854311,2025.0,8.0,34040.0,1.0,461997.0,3.0,153999.0,180000.0,159999.0,121998.0,0.0,,1,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153999.0,0.0,0.0,0.0,0.0,0.0,2025
2305076142A_670367,16481.07650423701,,,,,,,,,,,,,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076142A_670369,4243.784901670582,2025.0,8.0,32410.0,1.0,1200000.0,3.0,400000.0,0.0,63000.0,20001.0,0.0,,2,5,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27667.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076142A_670372,13621.21832378284,,,,,,,,,,,,,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076142A_670379,29373.757523806224,2025.0,8.0,32020.0,1.0,286000.0,4.0,71500.0,0.0,238000.0,48000.0,0.0,,2,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076142A_670383,19486.70428275913,,,,,,,,,,,,,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076142A_670385,18350.581545287627,2025.0,8.0,31380.0,1.0,186999.0,3.0,62333.0,0.0,148002.0,28998.0,0.0,,2,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076142A_670396,20341.61656551641,,,,,,,,,,,,,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076142A_670397,12726.993654278793,,,,,,,,,,,,,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076142A_670401,12731.354705011743,2025.0,8.0,32030.0,1.0,566000.0,4.0,141500.0,160000.0,210000.0,176000.0,0.0,,2,5,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076231A_742360,9358.064237477554,,,,,,,,,,,,,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076231A_742362,25878.219164502752,,,,,,,,,,,,,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076231A_742368,7268.074691680769,2025.0,11.0,36020.0,1.0,998000.0,4.0,249500.0,320000.0,315000.0,110000.0,68000.0,,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249500.0,0.0,0.0,0.0,2025
2305076231A_742370,15978.165787417658,,,,,,,,,,,,,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076231A_742372,11336.67824464313,2025.0,11.0,34330.0,1.0,698000.0,4.0,174500.0,320000.0,215000.0,90000.0,18000.0,4.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174500.0,0.0,0.0,0.0,0.0,0.0,2025
2305076231A_742380,10183.213980764664,,,,,,,,,,,,,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076231A_742383,9113.317790225385,,,,,,,,,,,,,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076231A_742386,18567.796237172846,2025.0,11.0,31380.0,1.0,80000.0,1.0,80000.0,0.0,50000.0,20000.0,10000.0,,1,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076231A_742395,10183.213980764664,2025.0,11.0,32320.0,1.0,454998.0,3.0,151666.0,144999.0,91998.0,80001.0,0.0,,1,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076231A_742396,10350.76962918616,,,,,,,,,,,,,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076231A_742398,6189.26541239095,2025.0,11.0,31370.0,1.0,379000.0,2.0,189500.0,110000.0,105000.0,52000.0,42000.0,,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076241A_766998,17003.712821941648,2025.0,12.0,31200.0,1.0,120003.0,3.0,40001.0,0.0,70002.0,2001.0,0.0,,2,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076241A_767002,15951.25723481029,,,,,,,,,,,,,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076241A_767008,9996.863239254832,,,,,,,,,,,,,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076241A_767011,8548.306838945971,2025.0,12.0,32030.0,1.0,300000.0,2.0,150000.0,0.0,80000.0,62000.0,6000.0,4.0,1,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076241A_767015,11240.242528737486,,,,,,,,,,,,,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076241A_767022,10052.866519889323,2025.0,12.0,11120.0,1.0,100000.0,2.0,50000.0,0.0,42000.0,25000.0,0.0,,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076241A_767025,12359.435834277438,,,,,,,,,,,,,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076241A_767034,18604.13795892441,2025.0,12.0,31210.0,2.0,250000.0,4.0,62500.0,0.0,80000.0,60000.0,40000.0,,2,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076241A_767038,13706.670876239556,,,,,,,,,,,,,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076241A_767046,16890.67659936214,,,,,,,,,,,,,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076260A_573369,18173.141350537546,,,,,,,,,,,,,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076260A_573377,13631.188220702948,2025.0,4.0,11190.0,1.0,200000.0,5.0,40000.0,0.0,150000.0,15000.0,0.0,,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076260A_573385,8678.700163505775,,,,,,,,,,,,,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076260A_573389,15141.78931254849,,,,,,,,,,,,,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076260A_573396,12293.485131293111,,,,,,,,,,,,,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076260A_573400,16691.063189330125,2025.0,4.0,31370.0,1.0,70000.0,1.0,70000.0,0.0,37000.0,22000.0,4000.0,,2,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076260A_573403,19803.770442887388,2025.0,4.0,31110.0,1.0,260000.0,4.0,65000.0,0.0,90000.0,10000.0,0.0,,1,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076260A_573416,13010.320600161813,,,,,,,,,,,,,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076260A_573420,12767.1889310706,,,,,,,,,,,,,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2305076260A_573426,9087.458813801966,,,,,,,,,,,,,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
23060510401_694350,7326.659994434623,,,,,,,,,,,,,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
23060510401_694356,5379.598417518222,2025.0,9.0,31270.0,1.0,90000.0,2.0,45000.0,0.0,31000.0,47000.0,0.0,,2,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
23060510401_694362,7912.088765036738,,,,,,,,,,,,,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
23060510401_694366,9418.843199161296,2025.0,9.0,32060.0,1.0,213250.0,1.0,213250.0,300000.0,340000.0,70000.0,0.0,,2,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
23060510401_694372,6364.628313103292,,,,,,,,,,,,,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
23060510401_694376,17332.656765969037,2025.0,9.0,34330.0,1.0,128333.0,1.0,128333.0,0.0,129999.0,60000.0,0.0,,1,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128333.0,0.0,0.0,0.0,0.0,0.0,2025
23060510401_694380,4703.386868264398,2025.0,9.0,32410.0,1.0,203750.0,1.0,203750.0,150000.0,330000.0,70000.0,0.0,,2,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
23060510401_694381,9406.773736528796,,,,,,,,,,,,,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
23060510401_694385,7967.588500355455,,,,,,,,,,,,,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
23060510401_694393,4863.928089814211,2025.0,9.0,36020.0,1.0,200000.0,1.0,200000.0,0.0,0.0,0.0,0.0,,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,2025
23060510401_694401,21518.39367007289,,,,,,,,,,,,,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2306051084A_742401,14241.713640194695,2025.0,11.0,31100.0,1.0,150000.0,3.0,50000.0,0.0,105000.0,30000.0,0.0,,1,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2306051084A_742403,15934.153846153851,,,,,,,,,,,,,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2306051084A_742409,11336.67824464313,,,,,,,,,,,,,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2306051084A_742411,14536.14938336154,2025.0,11.0,31090.0,1.0,150000.0,2.0,75000.0,0.0,70000.0,34000.0,0.0,,2,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2306051084A_742412,9113.317790225385,,,,,,,,,,,,,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
2306051084A_742414,10632.485309102703,,,,,,,,,,,,,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
