ID,WT_DOM,BSEX,BAGE,BINC1,D_TRA1_SYEAR,D_TRA1_SMONTH,D_TRA1_1_SPOT,D_TRA1_CASE,D_TRA1_COST,D_TRA1_NUM,D_TRA1_ONE_COST,D_TRA2_SYEAR,D_TRA2_SMONTH,D_TRA2_1_SPOT,D_TRA2_CASE,D_TRA2_COST,D_TRA2_NUM,D_TRA2_ONE_COST,D_TRA3_SYEAR,D_TRA3_SMONTH,D_TRA3_1_SPOT,D_TRA3_CASE,D_TRA3_COST,D_TRA3_NUM,D_TRA3_ONE_COST,D_TRA4_SYEAR,D_TRA4_SMONTH,D_TRA4_1_SPOT,D_TRA4_CASE,D_TRA4_COST,D_TRA4_NUM,D_TRA4_ONE_COST,D_TRA5_SYEAR,D_TRA5_SMONTH,D_TRA5_1_SPOT,D_TRA5_CASE,D_TRA5_COST,D_TRA5_NUM,D_TRA5_ONE_COST,D_TRA6_SYEAR,D_TRA6_SMONTH,D_TRA6_1_SPOT,D_TRA6_CASE,D_TRA6_COST,D_TRA6_NUM,D_TRA6_ONE_COST,국내_A_여행횟수_관광전체_서울,국내_A_여행횟수_관광전체_부산,국내_A_여행횟수_관광전체_대구,국내_A_여행횟수_관광전체_인천,국내_A_여행횟수_관광전체_광주,국내_A_여행횟수_관광전체_대전,국내_A_여행횟수_관광전체_울산,국내_A_여행횟수_관광전체_세종,국내_A_여행횟수_관광전체_경기,국내_A_여행횟수_관광전체_강원,국내_A_여행횟수_관광전체_충북,국내_A_여행횟수_관광전체_충남,국내_A_여행횟수_관광전체_전북,국내_A_여행횟수_관광전체_전남,국내_A_여행횟수_관광전체_경북,국내_A_여행횟수_관광전체_경남,국내_A_여행횟수_관광전체_제주,국내_A_여행지출_관광전체_서울,국내_A_여행지출_관광전체_부산,국내_A_여행지출_관광전체_대구,국내_A_여행지출_관광전체_인천,국내_A_여행지출_관광전체_광주,국내_A_여행지출_관광전체_대전,국내_A_여행지출_관광전체_울산,국내_A_여행지출_관광전체_세종,국내_A_여행지출_관광전체_경기,국내_A_여행지출_관광전체_강원,국내_A_여행지출_관광전체_충북,국내_A_여행지출_관광전체_충남,국내_A_여행지출_관광전체_전북,국내_A_여행지출_관광전체_전남,국내_A_여행지출_관광전체_경북,국내_A_여행지출_관광전체_경남,국내_A_여행지출_관광전체_제주,연도
2306069064A_622183,13305.072760712083,2,5,7,2025,6,31150,1,120000,2,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,2025
2306069064A_622184,12831.450969662748,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306069064A_622189,6415.7254848313742,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306069064A_622201,20092.69514807238,1,3,6,2025,6,31370,1,148998,3,49666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49666,0,0,0,0,0,0,0,0,2025
2306069064A_622207,9805.9234796726087,2,4,6,2025,6,34080,1,181000,4,45250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45250,0,0,0,0,0,2025
2306070133A_670611,15538.232836854311,1,3,6,2025,8,31380,1,155000,2,77500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77500,0,0,0,0,0,0,0,0,2025
2306070133A_670621,18350.581545287627,2,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306070133A_670629,24721.614756355513,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306070133A_670634,16584.341191436008,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306070133A_670639,9536.3444575056928,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306070133A_670648,16584.341191436008,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306070133A_670658,18350.581545287627,2,3,6,2025,8,35050,1,680000,4,170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000,0,0,0,0,2025
2306070133A_670659,8487.5698033411645,2,5,5,2025,8,32060,1,202500,1,202500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500,0,0,0,0,0,0,0,2025
2306070133A_670662,12349.480332943249,1,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306070133A_670674,17038.966579898097,2,2,7,2025,8,32410,1,800001,3,266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266667,0,0,0,0,0,0,0,2025
2306072006A_645970,11726.329142524279,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306072006A_645979,12189.815313020197,2,3,5,2025,7,39020,1,1364502,3,454834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454833.99999999994,2025
2306072006A_645986,16181.849741048691,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306072006A_645990,13410.875084532554,2,5,7,2025,7,32010,1,253002,3,84334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84334,0,0,0,0,0,0,0,2025
2306072006A_645991,33577.6735095599,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306072006A_645998,14367.174122096407,1,5,6,2025,7,31250,1,229998,3,76666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76666,0,0,0,0,0,0,0,0,2025
2306072006A_646001,10664.575987677234,2,6,3,2025,7,31190,1,70000,1,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,0,0,0,0,0,0,0,0,2025
2306072006A_646011,10664.575987677234,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306072006A_646015,12692.188622644013,1,3,7,2025,7,31200,1,68000,2,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34000,0,0,0,0,0,0,0,0,2025
2306072006A_646020,25384.377245288026,1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306072106A_718636,20909.7980064613,2,6,7,2025,10,31380,1,220000,2,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,0,0,0,0,0,0,0,0,2025
2306072106A_718688,8347.7257955916411,2,4,7,2025,10,33030,2,168000,3,56000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000,0,0,0,0,0,0,2025
2306072106A_742528,18567.796237172846,1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306072106A_742533,13669.976685338077,1,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306072106A_742535,10350.769629186159,2,4,7,2025,11,38360,1,705000,4,176250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176250,0,2025
2306072106A_742541,21264.970618205411,2,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306072106A_742550,20154.06141341486,2,2,7,2025,11,11140,1,307000,1,307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306072106A_742560,15978.165787417658,2,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306072106A_742569,18716.128474955109,1,5,7,2025,11,11120,1,72000,2,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306072106A_742571,14037.096356216331,1,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2306072106A_742579,15274.820971146997,1,4,7,2025,11,31190,1,295000,4,73750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73750,0,0,0,0,0,0,0,0,2025
2306072106A_742582,10350.769629186159,2,4,7,2025,11,31370,1,100000,1,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,2025
2306072106A_742587,14536.149383361539,2,6,5,2025,11,34040,1,600003,3,200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200001,0,0,0,0,0,2025
23070511621_718692,8887.6529806817562,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070511621_718696,14950.168233860375,2,6,4,2025,10,32340,2,570000,4,142500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142500,0,0,0,0,0,0,0,2025
23070511621_718697,16650.238376999165,1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070511621_718705,22425.252350790561,2,6,7,2025,10,31100,3,20001,3,6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070511621_718713,15387.06080446697,2,2,7,2025,10,37020,1,700000,1,700000,2025,10,11020,1,290000,1,290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,290000,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,0,0,2025
23070511621_718715,18397.571245274925,1,6,7,2025,10,31230,1,300000,2,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,2025
23070511621_718724,12782.664017990017,2,3,7,2025,10,31270,2,500000,4,125000,2025,10,25040,1,200000,4,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,125000,0,0,0,0,0,0,0,0,2025
23070511621_718725,8952.7339031921856,2,4,6,2025,10,31080,2,435000,3,145000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000,0,0,0,0,0,0,0,0,2025
23070511621_718731,9229.7587462369411,2,5,6,2025,10,36010,2,660000,2,330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330000,0,0,0,2025
23070511621_718739,12588.610253651408,1,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070531281_549880,51939.545183802387,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070531281_549887,16451.8210055089,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070531281_549891,19289.021924125547,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070531281_549892,10751.183642282978,2,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070531281_549905,11975.164918343329,2,5,5,2025,3,36010,1,450000,2,225000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225000,0,0,0,2025
23070531281_549907,8783.2296228762643,1,5,4,2025,3,31370,1,150000,2,75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,0,0,0,0,0,0,0,0,2025
23070531281_549916,12198.447339666198,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070531281_549919,8783.2296228762643,1,5,6,2025,3,31200,1,100000,2,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,2025
23070531281_549920,19468.573481987023,1,2,7,2025,3,21090,4,440000,2,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070531281_549921,15783.343023909629,1,3,5,2025,3,11020,1,300000,2,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070540391_767225,11743.123753962062,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070540391_767226,10502.625305753252,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070540391_767235,20888.232948686989,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070540391_767236,19368.583572819316,1,6,6,2025,12,11190,1,500000,5,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070540391_767237,21479.84778037362,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070540391_767251,16671.315449129594,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070540391_767261,8332.4531148127971,2,6,4,2025,12,21090,1,290000,1,290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070540391_767265,17646.354612665058,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
23070540391_767272,11508.000000000024,1,1,1,2025,12,31280,1,300000,5,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,2025
23070540391_767275,21245.706730136,1,5,6,2025,12,31270,1,200000,4,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,2025
2307055096A_646029,13651.420347938338,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2307055096A_646037,12692.188622644013,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2307055096A_646047,11726.329142524279,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2307055096A_646048,13410.875084532554,2,5,3,2025,7,34050,1,440000,2,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220000,0,0,0,0,0,2025
2307055096A_646053,14439.697091128855,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2307055096A_646056,10058.156313399415,2,5,6,2025,7,32030,1,1100000,4,275000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000,0,0,0,0,0,0,0,2025
2307055096A_646058,9578.1160813976057,1,5,7,2025,7,34360,4,300000,2,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,0,0,0,0,2025
2307055096A_646064,10058.156313399415,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2307055096A_646069,5006.3869192246866,2,2,4,2025,7,32060,1,310000,2,155000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155000,0,0,0,0,0,0,0,2025
2307055096A_646070,27215.335504096136,1,6,6,2025,7,34030,1,530000,4,132500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132500,0,0,0,0,0,2025
2307055117A_742611,26556.923076923089,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2307055117A_742616,15978.165787417658,2,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2307055117A_742627,28624.739586836233,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2307055117A_742635,22783.29447556346,1,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2307055117A_742643,4556.6588951126923,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2307055117A_742648,11983.624340563243,2,5,7,2025,11,25040,1,520998,3,173666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173666,0,0,0,0,0,0,0,0,0,0,0,2025
2307055117A_742651,14241.713640194697,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2307055117A_742660,7120.8568200973486,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2307055117A_742665,10350.769629186159,2,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2307055117A_742677,14536.149383361539,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
2307056026A_646086,12189.815313020197,2,3,5,2025,7,31130,1,99999,3,33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33333,0,0,0,0,0,0,0,0,2025
2307056026A_646090,10058.156313399415,2,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
